,SAMPLE_ID_S1_count.txt,SAMPLE_ID_S3_count.txt,SAMPLE_ID_S2_count.txt,SAMPLE_ID_S4_count.txt
ENSG00000230092,0.807218177,0,13.34500118,19.90699837
ENSG00000177757,3.22887271,0,0,0
ENSG00000228794,527.1134699,220.6521265,306.935027,200.0653336
ENSG00000225880,20.18045444,6.521737728,16.68125147,8.958149266
ENSG00000230368,0,0,0,0
ENSG00000234711,0,0,2.224166863,0
ENSG00000283040,0,0,0,0
ENSG00000272438,0.807218177,0,2.224166863,1.990699837
ENSG00000230699,4.036090887,15.21738803,0,0
ENSG00000241180,0,0,0,0
ENSG00000223764,16.14436355,8.695650304,6.672500588,49.76749592
ENSG00000187634,6.45774542,21.73912576,2.224166863,58.72564519
ENSG00000188976,5503.613534,6945.65068,4439.437058,5741.17833
ENSG00000187961,612.6785967,511.9564116,512.6704618,527.5354568
ENSG00000187583,293.0201984,291.3042852,223.5287697,232.9118809
ENSG00000187642,81.52903592,104.3478036,66.72500588,133.3768891
ENSG00000272512,21.79489079,17.39130061,11.12083431,33.84189723
ENSG00000188290,251.0448532,543.478144,295.8141927,649.9634968
ENSG00000187608,3438.749436,1730.43441,3276.197789,2504.300395
ENSG00000231702,0.807218177,0,0,0
ENSG00000224969,0,2.173912576,3.336250294,2.986049755
ENSG00000188157,18876.79708,35259.77503,24700.48509,39688.58265
ENSG00000242590,0,0,0,0
ENSG00000217801,223.5994352,304.3477606,281.3571081,368.2794698
ENSG00000273443,25.0237635,52.17390182,47.81958755,62.70704486
ENSG00000237330,1.614436355,6.521737728,2.224166863,19.90699837
ENSG00000131591,679.6777054,765.2172267,503.7737944,757.461288
ENSG00000285812,15.33714537,17.39130061,14.45708461,18.91164845
ENSG00000223823,0,0,0,0
ENSG00000207730,0,0,0,0
ENSG00000207607,0,0,0,0.995349918
ENSG00000198976,0,0,0,0
ENSG00000272141,0,4.347825152,0,27.86979772
ENSG00000205231,0,0,0,0
ENSG00000162571,0,0,0,0
ENSG00000186891,1.614436355,63.0434647,0,72.66054405
ENSG00000186827,0,0,0,3.981399674
ENSG00000078808,4359.785376,9404.345804,4987.694189,10415.34155
ENSG00000176022,1716.145845,2865.216775,2568.912726,3397.129272
ENSG00000184163,13.72270902,69.56520243,16.68125147,104.5117414
ENSG00000260179,10.49383631,15.21738803,6.672500588,23.88839804
ENSG00000160087,2856.74513,3013.04283,2623.404814,2477.425947
ENSG00000230415,38.74647252,34.78260122,31.13833608,53.7488956
ENSG00000162572,186.467399,270.6521157,247.9946052,333.4422227
ENSG00000131584,1495.775283,2271.738642,1509.097216,2367.937456
ENSG00000278073,0,0,0,0
ENSG00000169972,645.774542,753.2607076,500.4375441,575.3122529
ENSG00000127054,3634.096235,3671.738341,2538.886474,3546.43176
ENSG00000283712,0,0,0,0
ENSG00000240731,48.43309065,83.69563417,47.81958755,55.73959543
ENSG00000224051,1302.04292,1470.651858,1435.69971,1315.852592
ENSG00000169962,42.78256341,101.0869348,86.74250764,77.63729364
ENSG00000107404,5070.944591,5047.825001,4022.405771,4055.055568
ENSG00000284372,0,0,0,0
ENSG00000162576,2215.006679,328.260799,3247.283619,875.9079283
ENSG00000175756,3725.311889,4032.607828,3458.579471,4019.222971
ENSG00000223663,4.843309065,0,0,0.995349918
ENSG00000221978,1503.040246,2614.129873,1506.873049,2664.551732
ENSG00000224870,484.3309065,651.0868165,335.8491962,632.0471982
ENSG00000242485,1658.833355,1997.825657,1564.701388,1716.978609
ENSG00000264293,0,0,0,0
ENSG00000272455,62.96301784,101.0869348,35.5866698,56.73494535
ENSG00000235098,11.30105448,0,8.89666745,1.990699837
ENSG00000225905,0,0,0,0
ENSG00000205116,0,4.347825152,0,3.981399674
ENSG00000225285,0,32.60868864,0,38.81864682
ENSG00000179403,148.5281447,1456.521426,271.3483572,1835.42525
ENSG00000215915,25.83098168,5.43478144,24.46583549,14.93024878
ENSG00000160072,1765.386154,2336.956019,1310.034282,1373.582888
ENSG00000284740,2.421654532,3.260868864,5.560417156,1.990699837
ENSG00000197785,3724.504671,3918.477418,1953.930589,2381.872355
ENSG00000205090,44.39699976,54.3478144,42.25917039,37.8232969
ENSG00000160075,4308.930631,4346.738196,4156.967866,4359.632643
ENSG00000215014,8.879399952,4.347825152,4.448333725,15.9255987
ENSG00000274481,0,0,0,0
ENSG00000228594,108.1672358,141.3043174,86.74250764,145.3210881
ENSG00000272106,41.97534523,35.8695575,86.74250764,52.75354568
ENSG00000197530,659.497251,753.2607076,553.8175488,748.5031387
ENSG00000189409,3.22887271,0,8.89666745,1.990699837
ENSG00000248333,1800.096536,1751.08658,1292.240947,1471.12718
ENSG00000272004,2.421654532,3.260868864,1.112083431,1.990699837
ENSG00000189339,1601.520864,2372.825577,2536.662307,3131.370844
ENSG00000269737,22.60210897,18.4782569,62.27667215,27.86979772
ENSG00000215914,0,0,0,3.981399674
ENSG00000008128,25.83098168,34.78260122,27.80208578,42.80004649
ENSG00000268575,18.56601808,23.91303834,32.25041951,34.83724715
ENSG00000227775,2.421654532,5.43478144,4.448333725,5.972099511
ENSG00000215790,217.9489079,453.2607721,268.0121069,565.3587537
ENSG00000008130,2837.371894,3296.738421,3270.637371,4081.930016
ENSG00000078369,18435.24874,16677.17033,21217.43979,18165.13601
ENSG00000231050,20.18045444,17.39130061,47.81958755,15.9255987
ENSG00000169885,0,18.4782569,8.89666745,30.85584747
ENSG00000178821,48.43309065,91.30432819,20.01750176,79.62799348
ENSG00000142609,0,0,2.224166863,8.958149266
ENSG00000233542,0,4.347825152,0,9.953499185
ENSG00000187730,0,92.39128448,0,93.56289234
ENSG00000226969,0,0,0,3.981399674
ENSG00000067606,376.1636707,1082.608463,650.5688073,1176.503604
ENSG00000271806,0,4.347825152,3.336250294,9.953499185
ENSG00000182873,54.08361789,48.91303296,90.07875793,82.61404323
ENSG00000162585,935.5658677,1327.173628,1173.24802,1554.736573
ENSG00000234396,0,2.173912576,0,0
ENSG00000157933,4296.01514,2994.564573,6282.159303,3350.347826
ENSG00000116151,254.2737259,401.0868703,117.8808437,336.4282724
ENSG00000272161,0,0,4.448333725,1.990699837
ENSG00000269896,59.73414513,80.43476531,28.91416921,93.56289234
ENSG00000272420,0,0,0,1.990699837
ENSG00000157916,3329.774982,4401.08601,2545.558974,4001.306672
ENSG00000157911,596.5342331,1010.869348,691.7158943,900.7916762
ENSG00000149527,104.1311449,99.99997849,175.7091821,91.5721925
ENSG00000224387,0,2.173912576,1.112083431,3.981399674
ENSG00000229393,0,7.608694016,1.112083431,1.990699837
ENSG00000157881,1013.866031,780.4346148,1193.265522,998.3359682
ENSG00000197921,3.22887271,4.347825152,0,0
ENSG00000272449,48.43309065,32.60868864,38.9229201,53.7488956
ENSG00000238164,12.91549084,66.30433357,35.5866698,122.42804
ENSG00000157873,258.3098168,242.3912522,669.4742256,446.9121134
ENSG00000225931,0,1.086956288,0,4.976749592
ENSG00000228037,0,2.173912576,0,1.990699837
ENSG00000157870,966.2401584,1344.564928,921.9171645,1369.601488
ENSG00000142606,1.614436355,74.99998387,5.560417156,107.4977912
ENSG00000237058,0,0,0,0
ENSG00000215912,4.843309065,15.21738803,11.12083431,22.89304813
ENSG00000285945,0,0,0,0
ENSG00000283259,0,0,0,0
ENSG00000233234,0,0,0,0
ENSG00000231630,0,0,0,0
ENSG00000284745,0,0,0,0
ENSG00000169717,0,0,0,0
ENSG00000177133,0,4.347825152,8.89666745,5.972099511
ENSG00000142611,29.05985439,65.21737728,11.12083431,49.76749592
ENSG00000283572,0,0,0,0
ENSG00000226286,1.614436355,4.347825152,0,1.990699837
ENSG00000279839,0,0,0,0
ENSG00000272235,0,2.173912576,0,0
ENSG00000130762,11.30105448,859.7824238,13.34500118,853.0148801
ENSG00000272088,0,6.521737728,0,1.990699837
ENSG00000162591,17.7587999,3498.912291,28.91416921,3285.650081
ENSG00000207776,0,0,0,0.995349918
ENSG00000238260,0,0,0,3.981399674
ENSG00000158109,862.1090135,819.5650411,2286.443535,2058.383631
ENSG00000116213,769.2789231,633.6955159,611.6458872,542.4657056
ENSG00000078900,233.2860533,80.43476531,80.07000705,30.85584747
ENSG00000227589,0,0,0,0.995349918
ENSG00000235131,0,0,0,0
ENSG00000227372,382.6214161,1217.391043,346.9700306,1048.103464
ENSG00000276189,0,0,0,0
ENSG00000162592,0,9.782606592,1.112083431,6.967449429
ENSG00000235169,6.45774542,52.17390182,4.448333725,57.73029527
ENSG00000130764,1874.360608,1672.825727,1942.809754,1808.550802
ENSG00000266075,0,1.086956288,0,7.962799348
ENSG00000272153,21.79489079,13.04347546,10.00875088,9.953499185
ENSG00000116198,1217.285012,997.8258724,1382.319705,1023.219716
ENSG00000169598,189.6962717,81.5217216,90.07875793,63.70239478
ENSG00000198912,965.4329402,1022.825867,745.095899,871.9265286
ENSG00000236423,51.66196336,11.95651917,13.34500118,7.962799348
ENSG00000233304,0,0,0,0
ENSG00000226374,0,0,4.448333725,0
ENSG00000284668,0,0,0,0
ENSG00000284703,1.614436355,0,0,0
ENSG00000229280,0,0,0,0
ENSG00000235054,0,0,0,0
ENSG00000284694,0,0,0,0
ENSG00000227169,0,0,0,0
ENSG00000232596,0,0,0,0
ENSG00000196581,2.421654532,0,0,0
ENSG00000284739,0,0,0,0
ENSG00000284674,0,0,0,0
ENSG00000231510,0,0,0,0
ENSG00000284616,0,0,0,0
ENSG00000284692,1.614436355,0,0,0
ENSG00000284666,0,0,0,0
ENSG00000260972,0,0,0,0
ENSG00000283356,0,0,0,0
ENSG00000236948,0,0,0,0
ENSG00000264341,0,0,0,0
ENSG00000264101,0,0,0,0
ENSG00000131697,504.5113609,613.0433464,593.8525523,715.6565914
ENSG00000069424,655.4611601,1605.434437,939.7104994,1524.876075
ENSG00000116254,29.05985439,18.4782569,40.03500353,20.90234829
ENSG00000285629,0.807218177,0,0,0
ENSG00000116251,2213.392243,2371.73862,2449.919799,2510.272494
ENSG00000226944,13.72270902,3.260868864,16.68125147,9.953499185
ENSG00000158286,255.0809441,470.6520727,345.8579471,716.6519413
ENSG00000116237,9286.237913,7105.433255,7085.083541,6184.109044
ENSG00000225077,68.61354508,95.65215334,60.05250529,103.5163915
ENSG00000173673,0,0,0,0
ENSG00000158292,714.388087,248.9129899,798.4759037,259.7863287
ENSG00000097021,2638.796222,2082.608248,2397.651878,1880.215996
ENSG00000271746,0,0,0,0
ENSG00000069812,72.64963597,115.2173665,88.9666745,63.70239478
ENSG00000187017,1.614436355,379.3477445,2.224166863,385.2004185
ENSG00000265392,0,0,0,0
ENSG00000231868,0,0,0,1.990699837
ENSG00000215788,0.807218177,171.7390935,13.34500118,196.0839339
ENSG00000171680,38.74647252,1127.173671,52.26792127,1074.977912
ENSG00000162408,1106.696121,1594.564874,382.5567004,762.4380376
ENSG00000253022,0,0,0,0
ENSG00000229519,6.45774542,2.173912576,0,7.962799348
ENSG00000173662,0,4.347825152,2.224166863,1.990699837
ENSG00000204859,333.3811073,356.5216625,315.8316945,402.1213671
ENSG00000162413,3083.573438,3411.955788,2787.993162,2140.997675
ENSG00000116273,1033.239267,1586.95618,1484.631381,1663.229714
ENSG00000041988,401.9946524,298.9129792,439.2729554,266.7537782
ENSG00000007923,1940.552499,2358.695145,1513.54555,2002.644036
ENSG00000228750,0,0,0,0
ENSG00000284744,0,2.173912576,0,0
ENSG00000237436,5.650527242,6.521737728,6.672500588,17.91629853
ENSG00000171735,788.6521594,610.8694338,984.1938367,694.7542431
ENSG00000227950,0,0,0,0
ENSG00000237365,0,0,0,0
ENSG00000207056,0,0,0,0
ENSG00000237402,0,0,3.336250294,0
ENSG00000237728,1.614436355,0,0,0
ENSG00000225126,1.614436355,0,0,0
ENSG00000270171,0,0,0,3.981399674
ENSG00000270035,0,0,0,0
ENSG00000269978,0,0,0,7.962799348
ENSG00000049245,4059.500214,2836.955912,1935.02517,1548.764473
ENSG00000269925,10.49383631,10.86956288,14.45708461,5.972099511
ENSG00000049246,281.7191439,228.2608205,360.3150317,290.6421762
ENSG00000236266,5.650527242,2.173912576,1.112083431,2.986049755
ENSG00000049247,0,2.173912576,0,0
ENSG00000049249,202.6117625,429.3477338,458.1783737,588.2518018
ENSG00000270330,0,0,0,0
ENSG00000116288,6152.616949,7127.17238,5697.203418,6996.314577
ENSG00000200344,1.614436355,0,6.672500588,1.990699837
ENSG00000284747,29.05985439,28.26086349,32.25041951,45.78609625
ENSG00000284716,3.22887271,2.173912576,0,0
ENSG00000116285,13601.62629,19828.25661,26301.88523,27567.21134
ENSG00000238290,9.686618129,30.43477606,0,55.73959543
ENSG00000232848,0,0,0,0
ENSG00000229305,1.614436355,0,0,0
ENSG00000227634,10.49383631,11.95651917,23.35375206,9.953499185
ENSG00000200975,0,0,4.448333725,0
ENSG00000233645,0.807218177,0,3.336250294,0
ENSG00000251977,0,0,0,0
ENSG00000162426,37.93925434,53.26085811,122.3291774,152.2885375
ENSG00000252254,0.807218177,1.086956288,0,1.990699837
ENSG00000142599,2143.164261,3303.260159,3699.901576,4955.847244
ENSG00000232912,0,4.347825152,0,0
ENSG00000221083,0,0,0,0.995349918
ENSG00000270282,0,0,0,0
ENSG00000234619,0.807218177,2.173912576,0,0
ENSG00000224315,0,6.521737728,0,0
ENSG00000222511,0,0,0,0
ENSG00000226545,0,3.260868864,0,0
ENSG00000228423,0,1.086956288,2.224166863,1.990699837
ENSG00000229716,0,0,1.112083431,0
ENSG00000074800,68649.06268,86732.59004,80627.16085,88282.56102
ENSG00000274258,0,2.173912576,1.112083431,0
ENSG00000230679,0,1.086956288,0,3.981399674
ENSG00000201725,0,0,0,0
ENSG00000238249,11.30105448,6.521737728,2.224166863,0
ENSG00000232208,0,0,0,0.995349918
ENSG00000232663,0,0,0,0
ENSG00000131686,5.650527242,0,11.12083431,0
ENSG00000265141,0,0,0,0
ENSG00000197241,0,0,3.336250294,5.972099511
ENSG00000142583,0,0,15.56916804,11.94419902
ENSG00000252404,0,0,0,0
ENSG00000180758,747.4840323,280.4347223,2729.05274,918.7079748
ENSG00000228526,14.52992719,4.347825152,32.25041951,1.990699837
ENSG00000284357,0,0,0,0
ENSG00000234546,0,0,2.224166863,1.990699837
ENSG00000049239,3383.8586,4143.47737,5581.546742,4867.261101
ENSG00000171621,849.1935227,764.1302705,1242.197193,842.066031
ENSG00000284652,0,2.173912576,0,0
ENSG00000284693,12.91549084,23.91303834,12.23291774,19.90699837
ENSG00000252956,0,0,0,0
ENSG00000235263,0,0,0,0
ENSG00000171612,717.6169598,740.2172321,647.232557,547.4424552
ENSG00000231181,6.45774542,5.43478144,4.448333725,6.967449429
ENSG00000188807,1641.881773,1556.521404,1424.578875,1302.913043
ENSG00000171608,794.3026866,558.695532,930.813832,580.2890025
ENSG00000179840,0,0,0,0
ENSG00000233268,0,0,0,0
ENSG00000231789,3.22887271,70.65215872,0,111.4791909
ENSG00000171603,7231.060434,8342.38951,11710.23853,10112.75517
ENSG00000271264,0,0,0,0
ENSG00000280113,0,0,4.448333725,0
ENSG00000178585,1527.256792,491.3042422,3440.786136,628.0657986
ENSG00000223989,0,0,0,0
ENSG00000285701,4.843309065,2.173912576,8.89666745,0
ENSG00000162441,1789.602699,1561.956186,1248.869693,1249.164148
ENSG00000228150,10.49383631,20.65216947,12.23291774,15.9255987
ENSG00000173614,258.3098168,292.3912415,161.2520975,329.460823
ENSG00000202415,4.843309065,1.086956288,10.00875088,1.990699837
ENSG00000283611,4.036090887,0,8.89666745,0
ENSG00000265521,1.614436355,0,0,0
ENSG00000241326,0,0,0,0
ENSG00000162444,1.614436355,34.78260122,4.448333725,27.86979772
ENSG00000130939,2344.161587,2584.782053,2987.056096,3034.821901
ENSG00000224340,0,0,0,0
ENSG00000233623,0,0,0,0
ENSG00000201746,0.807218177,0,4.448333725,0
ENSG00000054523,2187.561261,3069.564557,1907.223085,3058.710299
ENSG00000264881,0,0,0,0
ENSG00000199562,0,4.347825152,0,0
ENSG00000264501,0,0,0,0
ENSG00000284735,1.614436355,4.347825152,5.560417156,8.958149266
ENSG00000284642,10.49383631,4.347825152,7.784584019,9.953499185
ENSG00000142657,3666.384962,5816.303097,3265.076954,5344.033712
ENSG00000271989,0.807218177,0,0,0
ENSG00000251503,1.614436355,4.347825152,0,2.986049755
ENSG00000175279,60.54136331,67.39128985,38.9229201,40.80934666
ENSG00000241563,0,8.695650304,5.560417156,2.986049755
ENSG00000160049,2664.627204,4994.564143,2363.177291,4224.265054
ENSG00000203469,0,0,0,0
ENSG00000142655,933.9514313,1007.608479,1003.099255,1135.694257
ENSG00000243267,1.614436355,0,0,0
ENSG00000130940,217.1416897,346.7390559,648.3446404,403.116717
ENSG00000272078,11.30105448,14.13043174,8.89666745,4.976749592
ENSG00000225158,0,0,0,0
ENSG00000175262,0,2.173912576,0,1.990699837
ENSG00000215785,0,0,0,0.995349918
ENSG00000120948,4827.164701,4313.042551,3447.458637,3567.334108
ENSG00000277726,0,0,0,0
ENSG00000009724,23.40932715,1.086956288,10.00875088,16.92094861
ENSG00000271895,11.30105448,7.608694016,7.784584019,11.94419902
ENSG00000116649,6351.19262,3185.86888,3933.439096,2188.774471
ENSG00000171824,3129.584874,2518.477719,1957.266839,1893.155545
ENSG00000226849,0.807218177,0,6.672500588,1.990699837
ENSG00000230337,8.072181775,1.086956288,2.224166863,9.953499185
ENSG00000198793,3870.611161,4221.738223,2156.329773,3468.794466
ENSG00000225602,0,2.173912576,0,0
ENSG00000253086,0,0,0,0
ENSG00000171819,1.614436355,1.086956288,0,0
ENSG00000207451,0,0,0,0
ENSG00000238173,0,0,0,0
ENSG00000120942,1741.976827,1472.82577,1305.585948,1152.615206
ENSG00000238199,1.614436355,0,0,3.981399674
ENSG00000284646,1.614436355,0,0,0
ENSG00000224338,0,0,0,0
ENSG00000204624,3.22887271,0,2.224166863,0
ENSG00000285833,0,0,0,0
ENSG00000235643,1.614436355,0,0,0
ENSG00000284708,0,0,0,5.972099511
ENSG00000116661,25.0237635,532.6085811,60.05250529,873.9172284
ENSG00000132879,114.6249812,408.6955643,206.8475182,623.089049
ENSG00000116663,93.63730858,8.695650304,131.2258449,7.962799348
ENSG00000116670,1346.43992,1532.608366,1216.619274,1349.694489
ENSG00000162490,1.614436355,2.173912576,0,3.981399674
ENSG00000177674,723.267487,1115.217151,749.5442327,1417.378284
ENSG00000215910,0,0,0,3.981399674
ENSG00000177553,0,0,0,0
ENSG00000177000,571.5104696,711.9563686,711.733396,1010.280167
ENSG00000011021,432.6689431,959.7824023,925.2534148,1628.392467
ENSG00000276470,0,0,0,0
ENSG00000278852,0,0,0,0
ENSG00000175206,1.614436355,1.086956288,0,2.986049755
ENSG00000275915,0,0,0,0
ENSG00000120937,0,86.95650304,0,23.88839804
ENSG00000224904,0,0,0,0
ENSG00000285646,1.614436355,0,2.224166863,0
ENSG00000199347,0,0,0,0
ENSG00000201801,1.614436355,0,0,0
ENSG00000116685,2514.484623,2678.260294,2904.761923,3160.235991
ENSG00000083444,3253.896473,6339.129072,5621.581745,7431.282491
ENSG00000116688,6380.252475,7597.824453,6418.945565,7864.259706
ENSG00000270914,0,0,0,0
ENSG00000116691,453.6566157,526.0868434,352.5304477,536.4936061
ENSG00000202461,0.807218177,0,2.224166863,0
ENSG00000276869,0,0,0,0
ENSG00000243539,0,0,0,0
ENSG00000120949,18.56601808,0,0,1.990699837
ENSG00000201135,0,0,0,0
ENSG00000227875,0,0,0,0
ENSG00000285604,0,0,0,0
ENSG00000283789,0,0,0,0
ENSG00000028137,374.5492343,3208.694962,822.9417392,3924.664729
ENSG00000263676,0,0,0,0
ENSG00000225196,0,0,0,0
ENSG00000252969,0,0,0,0
ENSG00000048707,1643.496209,2051.086515,2403.212295,2447.56545
ENSG00000239149,0,1.086956288,1.112083431,7.962799348
ENSG00000229484,0,2.173912576,3.336250294,0
ENSG00000162496,93.63730858,1434.7823,106.7600094,2243.518716
ENSG00000221340,0,1.086956288,0,1.990699837
ENSG00000276830,0,0,0,0.995349918
ENSG00000272482,6.45774542,23.91303834,0,43.79539641
ENSG00000204518,0,0,0,1.990699837
ENSG00000226166,0,0,0,0
ENSG00000188984,0,0,0,0
ENSG00000157330,0,0,0,0
ENSG00000116726,1.614436355,0,0,0
ENSG00000116721,0,0,0,0
ENSG00000228338,0,0,0,0
ENSG00000239810,0,0,0,0
ENSG00000231103,0,0,0,0
ENSG00000179172,13.72270902,17.39130061,11.12083431,7.962799348
ENSG00000120952,0,0,0,0
ENSG00000243073,0,0,0,0
ENSG00000187545,0,0,0,0
ENSG00000204510,0,0,0,0
ENSG00000207434,0,0,0,0
ENSG00000234064,0,0,0,0
ENSG00000232423,0,0,0,0
ENSG00000274178,0,0,0,0
ENSG00000274764,0,0,0,0
ENSG00000277058,0,0,0,0
ENSG00000229571,0,0,0,0
ENSG00000277862,0,0,0,0
ENSG00000236179,0,0,0,0
ENSG00000275774,3.22887271,7.608694016,6.672500588,1.990699837
ENSG00000229978,0,0,0,0
ENSG00000233336,0,0,0,0
ENSG00000280267,0,0,0,0
ENSG00000179412,5.650527242,7.608694016,2.224166863,1.990699837
ENSG00000204505,0,0,0,0
ENSG00000279169,0,0,0,0
ENSG00000279804,0,0,0,0
ENSG00000250894,0,0,0,0
ENSG00000270601,0,0,0,0
ENSG00000231219,0,0,0,0
ENSG00000207511,0,0,0,0
ENSG00000182330,0,0,0,0
ENSG00000237700,0,0,0,0
ENSG00000204501,0,0,0,0
ENSG00000228229,0,0,0,0
ENSG00000204481,0,0,0,0
ENSG00000204480,0,0,0,0
ENSG00000204479,0.807218177,0,0,0
ENSG00000204478,0,0,0,0
ENSG00000162494,0,0,0,0
ENSG00000259961,0,0,0,0
ENSG00000215909,0,0,0,0
ENSG00000162493,0,0,0,0
ENSG00000222952,0,0,0,0
ENSG00000237445,0,0,0,0
ENSG00000253085,0,0,0,0
ENSG00000116731,1080.057921,872.8258992,1053.143009,1022.224366
ENSG00000189337,448.0060885,819.5650411,634.9996393,675.8425946
ENSG00000252151,0,0,0,0
ENSG00000231606,0,0,0,0
ENSG00000234593,8.879399952,0,7.784584019,0
ENSG00000235829,0,0,0,0
ENSG00000175147,0,33.69564493,4.448333725,21.89769821
ENSG00000171729,397.1513433,1922.825673,467.0750411,2018.569635
ENSG00000204464,0.807218177,1.086956288,0,2.986049755
ENSG00000215720,0,0,0,0
ENSG00000278480,0,2.173912576,0,0
ENSG00000142621,20.18045444,38.04347008,31.13833608,55.73959543
ENSG00000233485,1.614436355,0,2.224166863,0
ENSG00000236045,0.807218177,0,0,0.995349918
ENSG00000228140,32.2887271,63.0434647,20.01750176,11.94419902
ENSG00000142634,9249.105877,11908.69309,8130.441966,9069.628457
ENSG00000162438,0,6.521737728,0,0
ENSG00000142615,0,0,0,0
ENSG00000215704,3.22887271,0,1.112083431,0
ENSG00000132906,152.5642355,413.0433894,221.3046028,381.2190188
ENSG00000116138,766.0500504,770.6520082,1229.964275,1109.815159
ENSG00000251866,0,0,0,0
ENSG00000272510,0,2.173912576,2.224166863,0
ENSG00000116771,18.56601808,73.91302758,15.56916804,81.61869332
ENSG00000237301,1.614436355,2.173912576,0,0
ENSG00000235084,9.686618129,28.26086349,10.00875088,26.8744478
ENSG00000252417,0,0,0,0
ENSG00000236500,0,0,0,0
ENSG00000197312,1346.43992,1365.217098,1616.969309,1543.787724
ENSG00000215695,0,0,0,0
ENSG00000271742,0,0,0,0
ENSG00000116786,2612.158022,2553.26032,2484.394386,2745.175075
ENSG00000237938,5.650527242,10.86956288,4.448333725,13.93489886
ENSG00000162461,6.45774542,2.173912576,8.89666745,10.9488491
ENSG00000224459,0,1.086956288,0,0
ENSG00000162460,0,2.173912576,0,0
ENSG00000162458,342.2605072,1132.608452,668.3621422,1980.746338
ENSG00000224321,299.4779438,48.91303296,262.4516898,96.54894209
ENSG00000233954,77.49294504,165.2173558,102.3116757,112.4745408
ENSG00000178715,20.98767261,80.43476531,8.89666745,141.3396884
ENSG00000179743,69.42076326,127.1738857,98.97542538,223.9537317
ENSG00000065526,4344.448231,4938.042416,4267.064126,4276.02325
ENSG00000270620,0,0,0,0
ENSG00000116809,840.3141227,828.2606914,712.8454795,851.0241803
ENSG00000234607,0,0,0,0
ENSG00000231353,0,0,0,0
ENSG00000275503,0,0,0,0
ENSG00000224966,0,0,0,0
ENSG00000183888,0,0,0,0
ENSG00000233078,0,0,0,0
ENSG00000173641,0,3.260868864,0,10.9488491
ENSG00000186510,0.807218177,0,0,19.90699837
ENSG00000232456,2.421654532,9.782606592,0,20.90234829
ENSG00000184908,0,4.347825152,0,20.90234829
ENSG00000185519,12.10827266,152.1738803,17.7933349,187.1257847
ENSG00000142627,19468.488,26969.55942,22329.52322,34325.63729
ENSG00000227959,8.072181775,33.69564493,43.37125382,25.87909788
ENSG00000224621,8.879399952,19.56521318,17.7933349,27.86979772
ENSG00000142632,221.1777806,654.3476854,145.6829295,615.1262496
ENSG00000234166,0,0,0,0
ENSG00000237276,5.650527242,26.08695091,15.56916804,24.88374796
ENSG00000132881,83.14347228,153.2608366,80.07000705,273.7212276
ENSG00000233929,8.072181775,2.173912576,7.784584019,1.990699837
ENSG00000037637,907.3132315,906.5215442,1149.894268,937.6196232
ENSG00000055070,4826.357483,5410.868402,4358.254967,4711.986514
ENSG00000226457,0,0,0,0
